,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,lat,long,NumberofRooms
539,346900.0,4,2.5,1970,5106,2.0,0,0,3,8,47.449,-122.205,6.5
541,280000.0,4,2.5,1560,4350,2.0,0,0,3,7,47.5025,-122.186,6.5
542,318888.0,4,1.75,2320,12000,1.0,0,0,4,8,47.3644,-122.28,5.75
547,259950.0,2,2.0,1070,649,2.0,0,0,3,9,47.5213,-122.357,4.0
549,215000.0,2,1.0,1320,8865,1.0,0,0,4,6,47.4949,-122.3,3.0
552,451000.0,3,1.75,1790,9813,2.0,0,0,3,7,47.749,-122.305,4.75
554,396000.0,3,1.5,1300,8280,1.0,0,0,5,7,47.7403,-122.256,4.5
557,238000.0,4,1.0,1400,7242,1.5,0,0,3,7,47.4339,-122.291,5.0
559,331500.0,4,2.5,2050,10271,2.0,0,0,3,7,47.3628,-122.075,6.5
564,638700.0,3,1.75,2080,9162,1.0,0,0,3,7,47.5846,-122.168,4.75
565,435000.0,3,2.5,1840,5680,2.0,0,0,3,7,47.6969,-122.026,5.5
566,260000.0,3,1.0,1180,5350,1.5,0,0,4,6,47.505,-122.259,4.0
567,671500.0,5,2.75,2160,4000,1.5,0,0,5,7,47.667,-122.289,7.75
568,610000.0,3,1.0,1180,3400,1.5,0,0,3,8,47.6376,-122.353,4.0
570,338900.0,4,2.5,1830,5612,2.0,0,0,3,7,47.3572,-122.015,6.5
572,442000.0,5,3.0,2560,5445,1.5,0,0,4,7,47.5502,-122.311,8.0
573,650000.0,5,2.75,2550,5040,1.5,0,0,5,8,47.6136,-122.299,7.75
574,263500.0,3,1.75,1330,9917,1.0,0,0,3,7,47.4478,-122.161,4.75
576,266000.0,3,2.5,1805,3402,2.0,0,0,3,7,47.3521,-122.212,5.5
578,530000.0,4,2.5,2320,5493,2.0,0,0,3,8,47.7727,-122.229,6.5
579,180000.0,3,1.0,1384,8960,1.0,0,0,4,6,47.3062,-122.371,4.0
581,264000.0,3,1.5,1820,10608,1.0,0,0,4,7,47.3366,-122.306,4.5
583,439000.0,4,2.25,2060,10070,2.0,0,0,3,7,47.7258,-122.177,6.25
584,268500.0,4,1.75,1420,7500,1.0,0,0,4,7,47.4025,-122.176,5.75
586,640000.0,3,2.5,2160,4000,1.5,0,0,3,8,47.6045,-122.307,5.5
588,370000.0,3,2.25,2110,13300,2.0,0,0,4,8,47.3725,-122.06,5.25
589,685000.0,3,2.0,2060,2900,1.5,0,0,5,8,47.5897,-122.292,5.0
592,290000.0,3,2.5,1610,2937,2.0,0,0,3,8,47.4489,-122.188,5.5
593,296000.0,4,2.5,1780,3600,2.0,0,0,3,7,47.3665,-122.017,6.5
594,360000.0,4,2.5,1840,9611,2.0,0,0,3,7,47.4964,-122.251,6.5
595,240500.0,3,1.75,1460,10584,1.0,0,0,3,7,47.492,-122.317,4.75
596,372500.0,2,2.5,1400,2958,2.0,0,0,3,8,47.5496,-122.373,4.5
600,507000.0,2,1.75,1670,6460,1.0,0,0,3,8,47.7123,-122.027,3.75
602,185000.0,3,1.75,1430,10816,2.0,0,0,3,7,47.3122,-121.996,4.75
603,460000.0,3,1.75,1440,7070,1.0,0,0,3,7,47.6947,-122.125,4.75
604,435500.0,3,2.25,1450,4789,2.0,0,0,3,7,47.5665,-122.018,5.25
606,531000.0,2,3.0,1270,1175,2.0,0,0,3,8,47.6634,-122.34,5.0
608,223000.0,3,2.0,1670,6824,1.0,0,0,3,7,47.3666,-122.084,5.0
610,340000.0,2,2.5,1100,1760,3.0,0,0,3,7,47.6972,-122.35,4.5
611,650000.0,3,2.0,1870,3388,1.0,0,0,4,8,47.6372,-122.395,5.0
612,533600.0,3,2.5,1930,5080,2.0,0,0,4,8,47.5694,-122.001,5.5
613,695000.0,3,2.75,2540,4694,2.0,0,0,3,9,47.6214,-122.024,5.75
614,242000.0,3,1.75,1280,7524,1.5,0,0,4,7,47.3961,-122.188,4.75
615,425000.0,3,2.25,1820,8814,1.0,0,0,3,7,47.7162,-122.309,5.25
616,525000.0,3,2.25,1490,9414,2.0,0,0,3,7,47.6844,-122.113,5.25
617,485000.0,3,2.5,1880,5502,2.0,0,0,3,8,47.5737,-122.018,5.5
618,175000.0,3,1.0,1250,9775,1.0,0,0,3,7,47.4474,-121.771,4.0
619,210000.0,3,2.0,1440,7210,1.0,0,0,3,8,47.3128,-122.184,5.0
620,260000.0,3,2.5,1920,7415,2.0,0,0,3,7,47.4022,-122.171,5.5
621,577000.0,3,2.5,2060,5750,1.0,0,0,3,7,47.5671,-122.391,5.5
622,200000.0,3,1.5,1210,10588,1.0,0,0,4,7,47.2876,-122.212,4.5
623,605000.0,2,1.75,1760,5000,1.0,0,0,4,7,47.682,-122.372,3.75
626,559950.0,3,2.5,1660,1458,3.0,0,0,3,9,47.5876,-122.309,5.5
628,543500.0,3,2.25,1270,2790,1.0,0,0,3,7,47.6581,-122.396,5.25
631,565000.0,2,1.75,1330,6000,1.0,0,0,4,7,47.6539,-122.396,3.75
632,426700.0,3,1.75,2080,7700,1.0,0,0,5,7,47.5375,-122.178,4.75
635,415000.0,3,1.75,1070,8000,1.0,0,0,3,7,47.6978,-122.13,4.75
636,214000.0,3,1.0,1200,8316,1.0,0,0,4,6,47.3221,-122.215,4.0
637,245000.0,3,1.5,1360,8910,2.0,0,0,5,7,47.4488,-122.275,4.5
638,314500.0,3,2.0,2050,13303,1.0,0,0,3,8,47.2681,-122.31,5.0
640,378000.0,2,2.0,1300,3850,1.0,0,0,3,7,47.5395,-122.39,4.0
641,305000.0,4,2.5,2250,9091,1.0,0,0,3,7,47.336,-122.269,6.5
644,430000.0,3,2.5,2360,6699,2.0,0,0,3,7,47.5317,-121.853,5.5
645,240000.0,3,1.75,1760,6500,1.0,0,0,3,7,47.3647,-122.05,4.75
646,545000.0,3,1.75,1680,6200,1.5,0,0,3,7,47.5338,-122.384,4.75
647,530000.0,3,1.75,1320,2500,1.0,0,0,3,7,47.6681,-122.305,4.75
649,425000.0,4,1.0,1260,7645,1.5,0,0,3,6,47.5044,-122.35,5.0
652,325000.0,3,1.0,1920,6862,1.0,0,2,3,7,47.5193,-122.274,4.0
653,597500.0,3,2.0,2150,5400,1.5,0,0,4,7,47.555,-122.379,5.0
654,337000.0,3,2.5,1470,3976,2.0,0,0,3,7,47.526,-121.826,5.5
661,496500.0,4,2.5,2250,14440,1.0,0,0,3,7,47.5221,-122.045,6.5
662,475000.0,3,2.5,1640,5097,2.0,0,0,3,7,47.7522,-122.278,5.5
663,312000.0,3,1.5,1255,1374,3.0,0,0,3,7,47.7145,-122.311,4.5
664,323000.0,3,1.0,1290,12231,1.0,0,0,3,7,47.7404,-122.11,4.0
665,331000.0,3,1.75,1300,9079,1.0,0,0,3,7,47.4834,-122.159,4.75
666,306000.0,3,1.5,1220,1086,3.0,0,0,3,8,47.7049,-122.353,4.5
667,655000.0,4,2.5,2630,4000,3.0,0,0,3,8,47.6915,-122.381,6.5
670,460000.0,3,1.75,1550,4708,1.0,0,0,4,7,47.6759,-122.286,4.75
671,435000.0,4,2.5,1700,6380,1.0,0,0,4,7,47.6988,-122.319,6.5
672,664000.0,4,2.75,2510,11880,1.0,0,0,5,8,47.5427,-122.181,6.75
675,497000.0,3,2.25,1870,9315,1.0,0,0,3,7,47.705,-122.202,5.25
678,478500.0,3,1.0,2090,4755,1.0,0,2,3,8,47.5304,-122.387,4.0
680,222000.0,3,2.0,1440,7187,1.0,0,0,4,7,47.291,-122.368,5.0
683,413000.0,4,3.5,2380,5809,2.0,0,0,4,7,47.5536,-122.359,7.5
684,400000.0,4,1.0,1420,4875,1.5,0,0,3,7,47.6942,-122.321,5.0
686,320000.0,3,2.5,2680,7757,2.0,0,0,3,8,47.2918,-122.346,5.5
688,387500.0,3,1.0,1220,8329,1.0,0,0,3,6,47.6982,-122.298,4.0
689,396000.0,3,1.0,1500,12616,1.0,0,0,3,7,47.7415,-122.101,4.0
690,373000.0,3,1.75,1830,11788,1.0,0,1,3,8,47.4862,-122.224,4.75
692,359900.0,4,2.25,2470,7698,2.0,0,0,3,8,47.4406,-122.141,6.25
695,245000.0,3,2.0,1410,5760,1.0,0,0,3,7,47.3702,-122.185,5.0
697,268000.0,4,1.75,1680,9966,1.0,0,0,3,7,47.3923,-122.311,5.75
702,480000.0,4,2.0,2180,10575,1.0,0,0,2,6,47.589,-122.177,6.0
703,485000.0,4,2.0,1400,3600,1.0,0,0,3,7,47.6385,-122.37,6.0
705,325000.0,2,1.0,1060,5703,1.0,0,2,4,6,47.3444,-122.327,3.0
706,440000.0,3,1.75,1530,7245,1.0,0,0,4,7,47.731,-122.191,4.75
707,550000.0,4,1.75,2480,14782,1.0,0,3,3,8,47.7646,-122.271,5.75
708,310000.0,3,1.75,1490,7150,1.0,0,0,5,6,47.5015,-122.124,4.75
710,390000.0,4,2.5,2340,8548,2.0,0,0,3,8,47.4206,-122.183,6.5
711,243000.0,3,1.75,1450,12125,1.0,0,0,4,7,47.3575,-122.28,4.75
712,639000.0,4,2.5,2210,9875,2.0,0,0,3,9,47.6285,-122.025,6.5
713,215000.0,4,1.0,1130,7400,1.0,0,0,4,7,47.3437,-122.316,5.0
714,405000.0,5,1.75,1550,10500,1.0,0,0,3,7,47.7573,-122.22,6.75
715,250000.0,4,1.75,1710,7140,1.0,0,0,5,7,47.3745,-122.275,5.75
717,452000.0,6,2.25,2660,13579,2.0,0,0,3,7,47.7142,-122.286,8.25
719,267000.0,3,2.0,1300,9644,1.0,0,0,3,7,47.3131,-121.998,5.0
720,289950.0,3,2.5,1670,6186,2.0,0,0,3,7,47.3668,-122.031,5.5
723,636000.0,3,2.5,2140,2770,2.0,0,0,3,8,47.6664,-122.131,5.5
724,350000.0,5,3.0,2520,5500,1.0,0,0,3,8,47.4938,-122.255,8.0
725,320000.0,3,1.5,1650,9380,1.0,0,0,5,7,47.4525,-122.162,4.5
726,210000.0,2,1.75,1440,5680,1.0,0,0,4,8,47.3825,-122.319,3.75
727,245000.0,2,1.0,1050,5900,1.0,0,0,3,7,47.5326,-122.376,3.0
728,328000.0,3,1.75,1470,7650,1.0,0,0,3,7,47.4818,-122.161,4.75
730,501000.0,3,1.75,1970,7972,1.0,0,3,5,8,47.4908,-122.225,4.75
732,403000.0,3,2.75,2090,8354,2.0,0,0,3,8,47.7336,-121.965,5.75
734,347500.0,4,2.5,2156,3562,2.0,0,0,3,9,47.3591,-122.201,6.5
735,365000.0,4,2.25,2070,8893,2.0,0,0,4,8,47.4388,-122.162,6.25
736,588000.0,3,1.0,1910,8167,1.0,0,0,4,8,47.7004,-122.368,4.0
737,605000.0,3,1.75,1920,7400,1.0,0,0,4,8,47.5633,-122.131,4.75
739,233000.0,3,2.0,1400,9177,1.0,0,0,3,7,47.3415,-122.272,5.0
741,459000.0,2,1.75,1170,4887,1.0,0,0,3,6,47.695,-122.366,3.75
743,305000.0,3,1.0,1160,9750,1.0,0,0,3,7,47.7422,-122.073,4.0
744,395000.0,3,1.0,1500,4000,1.0,0,0,3,6,47.6921,-122.38,4.0
746,650000.0,4,1.75,2010,5070,1.0,0,1,4,7,47.5793,-122.402,5.75
747,449950.0,3,2.5,2170,4912,2.0,0,0,3,7,47.7767,-122.239,5.5
748,517500.0,3,1.5,1430,5200,1.0,0,3,4,7,47.6988,-122.387,4.5
749,435000.0,4,1.5,1510,6460,1.0,0,0,3,7,47.7121,-122.214,5.5
750,329999.0,3,1.0,1150,6908,1.0,0,0,3,6,47.7447,-122.313,4.0
752,447000.0,3,1.0,1370,6001,1.0,0,0,5,7,47.5646,-122.317,4.0
753,699800.0,2,2.5,2380,6600,1.0,0,0,3,8,47.717,-122.02,4.5
755,316500.0,3,1.75,1600,14250,1.0,0,0,3,7,47.3272,-122.355,4.75
761,400000.0,3,2.25,1190,1149,2.0,0,0,3,8,47.5818,-122.387,5.25
764,405300.0,3,2.75,2390,7939,1.0,0,0,5,7,47.4987,-122.166,5.75
767,260000.0,3,1.75,1100,10968,1.0,0,0,5,7,47.363,-122.08,4.75
770,429900.0,4,2.5,2640,8625,2.0,0,0,3,8,47.4598,-122.15,6.5
771,341500.0,3,1.5,1130,7223,1.0,0,0,4,7,47.5089,-122.189,4.5
772,465250.0,5,2.0,1940,7642,1.5,0,0,3,7,47.7751,-122.38,7.0
773,450000.0,2,2.0,1100,3000,1.5,0,0,3,7,47.6797,-122.362,4.0
774,390000.0,3,1.0,1200,10800,1.0,0,0,4,7,47.5771,-122.144,4.0
775,420000.0,3,2.25,2000,8030,1.0,0,0,4,8,47.6188,-122.114,5.25
776,269950.0,3,2.5,1890,4838,2.0,0,0,3,8,47.4802,-122.279,5.5
777,493000.0,4,2.0,1910,2874,1.0,0,0,3,7,47.6101,-122.295,6.0
781,400000.0,3,1.75,1590,8219,1.5,0,0,5,6,47.7146,-122.217,4.75
782,320000.0,3,1.5,1240,1221,2.0,0,0,3,8,47.7073,-122.356,4.5
785,218000.0,5,1.75,1930,8040,1.0,0,0,4,8,47.3109,-122.376,6.75
786,500000.0,2,1.0,1280,5400,1.0,0,0,3,7,47.6949,-122.371,3.0
788,232500.0,3,1.5,1940,9887,1.0,0,0,4,7,47.3289,-122.327,4.5
789,408200.0,3,2.5,1800,5761,2.0,0,0,4,7,47.5293,-122.363,5.5
790,522000.0,3,1.75,1730,8400,1.0,0,0,4,7,47.6792,-122.115,4.75
793,249950.0,4,1.0,1330,7980,1.5,0,0,3,6,47.492,-122.333,5.0
795,429950.0,4,1.0,1760,7216,1.0,0,0,3,7,47.7041,-122.355,5.0
798,470000.0,3,2.5,2100,4700,2.0,0,0,3,8,47.5341,-121.867,5.5
800,650000.0,3,2.0,1340,2720,1.5,0,0,3,7,47.6518,-122.335,5.0
802,422120.0,3,2.5,1630,4534,2.0,0,0,3,8,47.7148,-122.205,5.5
804,385200.0,4,1.0,1550,7740,1.5,0,0,3,6,47.5222,-122.375,5.0
805,500000.0,3,2.25,1690,4964,2.0,0,0,3,8,47.5756,-122.01,5.25
806,308000.0,4,2.25,1960,12243,2.0,0,0,3,8,47.3405,-122.058,6.25
807,565000.0,3,2.75,2390,9966,1.0,0,0,5,8,47.5433,-122.185,5.75
808,581000.0,3,2.5,2600,4438,2.0,0,0,3,7,47.6799,-122.034,5.5
809,361000.0,3,2.0,1950,8698,1.0,0,0,3,8,47.39,-122.153,5.0
810,345000.0,3,1.0,1250,7210,1.0,0,0,4,7,47.6329,-122.121,4.0
811,419000.0,2,2.25,1180,1253,2.0,0,0,3,8,47.6124,-122.309,4.25
812,347000.0,3,2.5,1680,4308,2.0,0,0,3,7,47.4802,-122.179,5.5
816,310000.0,3,1.5,1150,3323,2.0,0,0,3,7,47.5707,-122.017,4.5
817,250000.0,2,2.0,1130,5500,1.0,0,0,4,6,47.3839,-122.225,4.0
819,246500.0,3,2.0,1430,8919,1.0,0,0,3,7,47.2118,-121.983,5.0
821,310950.0,4,2.5,2030,4997,2.0,0,0,3,8,47.393,-122.184,6.5
823,287500.0,3,1.0,1810,7200,1.0,0,0,4,7,47.7493,-122.351,4.0
824,431000.0,3,1.0,1810,7200,1.0,0,0,4,7,47.7493,-122.351,4.0
827,175000.0,4,1.0,1300,6030,1.5,0,0,3,6,47.4778,-122.286,5.0
828,465750.0,3,1.5,1260,10350,1.0,0,0,3,7,47.6357,-122.123,4.5
830,595000.0,3,1.75,1910,5753,1.0,0,3,3,8,47.6898,-122.327,4.75
832,270000.0,4,2.25,1900,8600,1.0,0,0,4,8,47.3102,-122.381,6.25
835,324500.0,3,1.75,1920,11340,1.0,0,0,4,7,47.3272,-122.362,4.75
836,430000.0,2,1.75,1350,4003,1.0,0,0,3,8,47.7176,-122.033,3.75
837,419950.0,2,1.75,1350,4003,1.0,0,0,3,8,47.7176,-122.033,3.75
838,285000.0,4,1.75,2510,7440,1.0,0,2,4,8,47.3748,-122.276,5.75
839,332000.0,4,2.5,2470,7780,2.0,0,0,3,8,47.3337,-122.191,6.5
840,282000.0,4,1.75,1660,10725,1.0,0,0,3,7,47.5033,-122.3,5.75
841,320000.0,3,1.0,1340,5175,1.0,0,0,3,7,47.7321,-122.34,4.0
844,456500.0,4,3.5,2000,2309,3.0,0,0,3,8,47.7027,-122.361,7.5
845,352000.0,3,2.25,1640,11050,1.0,0,0,4,8,47.4723,-122.121,5.25
846,664000.0,4,2.0,1530,4080,1.5,0,0,4,7,47.6645,-122.325,6.0
848,512000.0,3,1.75,1610,12555,1.0,0,0,3,7,47.6618,-122.136,4.75
849,254000.0,3,2.0,2070,9000,1.0,0,0,4,7,47.3085,-122.376,5.0
850,535800.0,4,2.5,1900,5790,2.0,0,0,3,8,47.5691,-121.996,6.5
852,438000.0,3,2.5,1520,1304,2.0,0,0,3,8,47.5446,-122.385,5.5
854,327000.0,5,2.75,2400,8050,2.0,0,0,3,8,47.2635,-122.209,7.75
855,370500.0,4,2.5,1790,6120,2.0,0,0,3,7,47.4829,-122.128,6.5
856,265000.0,3,2.5,1720,6271,2.0,0,0,3,7,47.3898,-122.049,5.5
859,166600.0,3,1.75,1150,8690,1.0,0,0,4,7,47.3729,-122.115,4.75
862,539900.0,3,1.75,1650,10150,1.0,0,0,3,8,47.6963,-122.169,4.75
864,280000.0,4,2.5,2050,7416,2.0,0,0,3,8,47.2658,-122.219,6.5
865,275000.0,3,2.25,1420,8549,2.0,0,0,4,7,47.3576,-122.039,5.25
867,457500.0,3,2.5,1500,4445,2.0,0,0,3,8,47.5682,-122.005,5.5
868,381156.0,2,1.0,1320,3090,1.0,0,0,4,7,47.5517,-122.276,3.0
869,289999.0,5,2.5,2180,8240,1.0,0,0,4,8,47.3122,-122.191,7.5
870,642450.0,3,1.75,1830,4160,1.0,0,0,3,7,47.5962,-122.288,4.75
871,469950.0,3,2.25,1620,8701,1.0,0,0,3,7,47.6071,-122.137,5.25
875,147500.0,3,1.0,1530,8498,1.0,0,0,3,7,47.404,-122.203,4.0
876,390000.0,3,2.0,1910,11576,1.0,0,0,3,7,47.7356,-122.198,5.0
878,185000.0,3,1.0,1150,8100,1.0,0,0,3,6,47.494,-122.307,4.0
879,414900.0,3,1.5,1260,9570,1.0,0,0,3,7,47.7004,-122.305,4.5
880,200000.0,4,2.0,1920,4822,1.0,0,0,2,6,47.5507,-122.381,6.0
881,225000.0,4,2.25,1800,9350,1.0,0,0,3,8,47.2959,-122.191,6.25
886,466000.0,2,1.5,1140,1058,3.0,0,0,3,7,47.6608,-122.333,3.5
887,374000.0,3,1.5,1330,10640,1.0,0,0,3,7,47.7364,-122.193,4.5
888,480000.0,3,2.5,1940,10035,2.0,0,0,4,8,47.7438,-122.172,5.5
892,340000.0,2,1.0,1090,6771,1.0,0,0,3,6,47.5185,-122.352,3.0
893,209000.0,3,2.0,1230,1340,2.0,0,0,3,7,47.526,-122.361,5.0
894,431650.0,5,2.5,1710,7700,1.5,0,0,3,7,47.5922,-122.146,7.5
898,291500.0,3,1.75,1260,9600,1.0,0,0,4,7,47.3592,-122.076,4.75
903,300000.0,3,2.0,1480,6698,1.0,0,0,4,7,47.4614,-122.168,5.0
904,530000.0,3,1.75,1250,6041,1.5,0,0,5,7,47.69,-122.304,4.75
905,314950.0,3,2.25,1654,8479,2.0,0,0,3,7,47.3627,-122.037,5.25
906,255000.0,3,1.75,1410,9315,1.0,0,0,5,7,47.3969,-122.198,4.75
907,550000.0,5,2.75,2160,5720,1.0,0,0,5,7,47.5728,-122.304,7.75
908,435000.0,3,1.0,1400,4800,1.0,0,0,4,6,47.5499,-122.391,4.0
909,234000.0,3,1.75,1420,8738,1.0,0,0,4,7,47.3113,-122.207,4.75
910,615000.0,4,2.25,2500,10062,1.0,0,0,3,8,47.639,-122.1,6.25
911,205000.0,3,2.0,1410,8384,1.0,0,0,3,7,47.3315,-122.263,5.0
912,384000.0,4,1.75,2100,7135,1.0,0,0,4,7,47.5353,-122.349,5.75
913,324000.0,3,2.5,1750,7208,2.0,0,0,3,8,47.4315,-122.192,5.5
914,645000.0,3,1.75,2070,5500,1.0,0,0,4,7,47.6733,-122.301,4.75
915,570000.0,3,3.25,1570,1777,2.0,0,0,3,8,47.6655,-122.369,6.25
916,324000.0,3,2.5,1920,5322,2.0,0,0,3,8,47.4095,-122.195,5.5
918,290000.0,5,1.5,2120,7700,1.5,0,0,5,7,47.4599,-122.172,6.5
919,250000.0,3,2.0,1440,9220,1.0,0,0,3,7,47.3702,-122.317,5.0
921,255000.0,3,1.5,1340,8450,1.0,0,0,4,7,47.4405,-122.28,4.5
923,451000.0,3,1.75,1560,4049,1.5,0,2,3,7,47.5666,-122.375,4.75
925,288400.0,4,2.5,1860,6687,1.0,0,0,4,7,47.4046,-122.186,6.5
926,420000.0,3,1.5,2390,4600,2.0,0,0,3,8,47.5383,-122.268,4.5
927,359000.0,2,2.75,1370,1140,2.0,0,0,3,8,47.7052,-122.343,4.75
929,300000.0,3,2.5,1320,2614,2.0,0,0,3,7,47.5355,-122.283,5.5
930,545000.0,5,2.5,2520,7863,1.0,0,0,3,7,47.7096,-122.199,7.5
936,299995.0,2,1.0,1060,7200,1.0,0,0,4,6,47.7463,-122.315,3.0
937,253000.0,3,2.5,2020,6564,1.0,0,0,3,7,47.3545,-122.158,5.5
939,565000.0,4,3.0,2020,4300,1.5,0,0,3,6,47.6653,-122.372,7.0
941,570000.0,4,3.0,1490,6766,1.5,0,1,5,7,47.5446,-122.382,7.0
945,260000.0,4,1.75,1810,7480,1.0,0,0,3,7,47.3275,-122.361,5.75
947,369950.0,3,1.0,2430,10720,1.0,0,0,3,7,47.4895,-121.787,4.0
949,435000.0,5,1.0,1410,6750,1.5,0,0,3,6,47.5453,-122.278,6.0
950,601000.0,3,1.75,1330,6743,1.0,0,0,3,8,47.7012,-122.286,4.75
951,460500.0,3,1.0,1490,10650,1.0,0,0,3,7,47.663,-122.178,4.0
954,550000.0,4,3.0,2670,5000,2.0,0,2,3,7,47.5784,-122.377,7.0
956,323000.0,3,1.75,2100,14850,1.0,0,0,4,7,47.3622,-122.059,4.75
957,345500.0,3,1.0,1350,8581,1.0,0,0,5,6,47.7612,-122.362,4.0
958,378000.0,4,1.5,2140,7920,1.0,0,0,3,7,47.5491,-122.272,5.5
959,650000.0,4,2.0,2208,5000,3.0,0,0,5,8,47.5711,-122.383,6.0
962,210000.0,4,2.0,1520,6174,1.5,0,0,5,6,47.2105,-121.989,6.0
964,335000.0,3,1.75,1570,7500,1.0,0,1,3,7,47.4999,-122.368,4.75
965,196500.0,3,1.0,1320,9000,1.0,0,0,3,7,47.3461,-122.272,4.0
966,582800.0,4,2.75,2550,7636,1.0,0,0,3,8,47.6471,-122.06,6.75
967,440000.0,3,1.75,1560,7207,1.0,0,0,3,7,47.7283,-122.222,4.75
969,532500.0,3,1.75,1330,5000,2.0,0,0,4,7,47.5724,-122.384,4.75
970,265000.0,3,1.0,1070,9000,1.0,0,0,4,7,47.4061,-122.33,4.0
971,397500.0,3,1.25,1510,13737,1.0,0,3,4,6,47.7289,-122.283,4.25
972,524250.0,3,2.5,1710,3469,2.0,0,0,3,8,47.546,-122.011,5.5
974,648000.0,4,2.5,2620,5450,2.0,0,0,3,9,47.6301,-122.019,6.5
976,237500.0,3,1.75,1050,7854,1.0,0,0,4,7,47.3011,-122.369,4.75
977,216000.0,3,1.0,1280,8712,1.0,0,0,4,7,47.3298,-122.297,4.0
978,427200.0,3,1.0,1030,8400,1.0,0,0,4,7,47.5364,-122.173,4.0
979,280000.0,3,2.25,1900,7800,1.0,0,0,4,8,47.4545,-122.208,5.25
981,420000.0,2,2.75,1760,4139,2.0,0,0,3,8,47.5175,-121.878,4.75
984,535000.0,3,2.5,1360,1016,3.0,0,0,3,7,47.6774,-122.324,5.5
985,283000.0,4,2.75,2130,8560,1.0,0,0,3,7,47.1949,-122.01,6.75
986,260000.0,3,1.0,1480,7469,1.5,0,0,3,6,47.5048,-122.301,4.0
987,399000.0,4,1.0,1500,6388,1.5,0,0,4,7,47.5303,-122.378,5.0
988,484950.0,3,2.25,1670,5004,2.0,0,0,3,8,47.5688,-122.017,5.25
989,640000.0,4,1.75,2060,9828,1.0,0,0,4,8,47.5867,-122.174,5.75
990,585000.0,4,2.5,2160,8158,1.0,0,0,4,8,47.6948,-122.328,6.5
992,253000.0,3,2.0,1490,7651,1.0,0,0,3,7,47.3211,-122.325,5.0
994,291000.0,4,2.5,1860,6325,2.0,0,0,4,7,47.3492,-122.03,6.5
997,189950.0,2,1.0,1030,4188,1.0,0,0,3,8,47.3738,-122.057,3.0
998,289000.0,3,2.0,1850,9550,1.0,0,0,3,8,47.3225,-122.273,5.0
1000,270000.0,3,2.0,1560,8853,1.0,0,0,3,7,47.4312,-122.171,5.0
1001,258000.0,4,1.75,1730,8320,1.0,0,0,3,7,47.327,-122.361,5.75
1002,530000.0,3,2.5,1930,7214,2.0,0,0,3,8,47.7191,-122.309,5.5
1003,245000.0,3,2.25,1422,3677,2.0,0,0,3,7,47.3204,-122.178,5.25
1004,563000.0,3,2.0,1380,5000,1.5,0,0,4,7,47.6807,-122.369,5.0
1005,515000.0,3,2.5,2430,4203,2.0,0,0,3,8,47.5346,-121.875,5.5
1006,325000.0,4,2.5,2610,7091,2.0,0,0,3,9,47.3017,-122.349,6.5
1009,460000.0,4,1.75,1750,5500,1.5,0,0,5,7,47.6802,-122.388,5.75
1010,475000.0,3,1.75,2020,8970,1.0,0,0,4,7,47.7571,-122.145,4.75
1012,538200.0,4,3.0,1780,7260,1.0,0,0,4,8,47.627,-122.114,7.0
1013,429000.0,2,1.0,1080,3600,1.0,0,0,3,7,47.6078,-122.291,3.0
1014,164808.0,3,1.0,1250,5411,1.0,0,0,3,7,47.5064,-122.265,4.0
1015,520000.0,4,2.25,1870,7700,2.0,0,0,3,7,47.6937,-122.127,6.25
1016,475000.0,3,1.75,1700,8432,1.0,0,0,3,8,47.7221,-122.317,4.75
1018,321500.0,4,2.5,1930,6228,2.0,0,0,3,8,47.3572,-122.191,6.5
1020,287000.0,3,2.25,1370,6000,2.0,0,0,4,7,47.3484,-122.033,5.25
1022,349500.0,3,1.75,1260,7128,1.0,0,0,4,7,47.7263,-122.205,4.75
1023,446450.0,3,1.5,1480,7749,1.0,0,0,5,7,47.5144,-122.379,4.5
1024,315000.0,4,2.5,1930,9643,2.0,0,0,4,7,47.4065,-122.18,6.5
1026,315000.0,4,1.0,1300,8400,1.5,0,0,4,7,47.7612,-122.332,5.0
1027,245000.0,3,1.75,1490,6930,1.0,0,0,4,7,47.3682,-122.179,4.75
1028,543115.0,2,1.0,1380,5484,1.0,0,0,3,8,47.6382,-122.399,3.0
1031,554000.0,2,2.0,1920,6045,1.0,0,0,3,8,47.7107,-122.031,4.0
1032,249900.0,3,1.75,2080,12522,1.0,0,0,5,6,47.267,-122.25,4.75
1035,395000.0,5,2.5,2070,9600,1.0,0,0,3,7,47.4997,-122.364,7.5
1036,415000.0,3,1.75,1480,2200,2.0,0,0,3,7,47.6969,-122.35,4.75
1037,380000.0,4,2.5,2000,6921,2.0,0,0,3,8,47.3559,-122.014,6.5
1038,566000.0,3,2.5,1560,5259,2.0,0,0,3,8,47.5985,-122.016,5.5
1039,218500.0,2,1.0,1600,8961,1.0,0,0,4,7,47.3098,-122.21,3.0
1040,550000.0,4,2.5,1940,10500,1.0,0,0,4,7,47.683,-122.114,6.5
1041,512031.0,3,1.75,1540,3000,1.0,0,2,3,7,47.6769,-122.36,4.75
1043,470000.0,3,2.25,1780,8784,1.0,0,0,3,7,47.701,-122.172,5.25
1045,465000.0,4,2.25,2210,8862,1.0,0,0,4,8,47.7725,-122.198,6.25
1047,515000.0,3,2.25,1920,11500,1.0,0,0,3,8,47.5498,-122.188,5.25
